Index,volatilityQQQ,volatilityTSLA,volatilityMSFT,volatilityINTC,volatilityAAPL,volatilityNFLX,volatilityAMZN,volatilityFB,volatilityGOOG,volatilitySQ,volatilityTWTR,volatilityDATA,volatilityAMD,volatilitySBUX,volatilityWMT,volatilityTGT,volatilityJWN,volatilityPG,volatilityJNJ,volatilityKO,volatilityVRSN,volatilityPANW,volatilityNVDA,volatilityRHT,volatilityUSO,volatilityDIS,volatilityHD,volatilityDUK,volatilitySPOT,volatilityWDC,volatilityGLD,volatilitySLV,volatilityBABA,volatilityBP,volatilityBUD,volatilityGLW,volatilityPFE,volatilitySFIX,volatilitySTX,volatilityT,volatilityV,volatilityXLE,volatilityXLB,volatilityXLI,volatilityXLY,volatilityXLP,volatilityXLV,volatilityXLF,volatilityXLK,volatilityXTL,volatilityXLU,volatilityXLRE,volatilityTLRY,volatilityMU
2016-10-27,0.101613483552417,0.252463598297083,0.265830323998536,0.334931530384237,0.146537947826745,0.940140024290229,0.195467758379876,0.159014957474707,0.171417785801401,0.296860597821406,0.473652712973969,0.286632567440412,0.726407502521073,0.114300319749698,0.0947947943216552,0.133244820345468,0.222303641586129,0.245291625079391,0.187223922158376,0.0935045429367273,0.385621052598238,0.241402730762883,0.3079292596392,0.189460145567443,0.212057713501427,0.0961645297895598,0.212985857913777,0.0613682085538335,0,0.453005139903895,0.0728201601313288,0.106584333934291,0.11297409859656,0.125186050635508,0,0.230434683226821,0.087099211496245,0,0.259168714970193,0.187980312394096,0.140006142896142,0.103643182585827,0.0853826997589643,0.0610671467475876,0.123570228479821,0.0747882062542336,0.102663875150341,0.072791410674177,0.0816998070694973,0.135242520555363,0.0846640673480541,0.150239784314692,0,0.245166802923069
2016-10-28,0.107141521928405,0.269998272037519,0.266197652097922,0.335997305029476,0.146964862597342,0.919884788865409,0.340834405411243,0.166200254160597,0.171878461299469,0.277881086304704,0.470810890178948,0.269016198461987,0.718907500833247,0.107187097546921,0.0886428437373175,0.144297947656154,0.222787216336498,0.245161009611296,0.177899482236091,0.0920495376976788,0.427879503755738,0.169894155187462,0.302901465833879,0.1732306949528,0.228096881880635,0.0879613938409439,0.221855196164306,0.0608124598894197,0,0.398656150826191,0.0746476385772168,0.113223002816598,0.100820324297394,0.123648248710923,0,0.232963868324252,0.123537923527078,0,0.259045253438615,0.185688531461834,0.14054083483709,0.101226891264425,0.0859844593529258,0.0700691451330969,0.116002182096747,0.0709153268615273,0.154441700489102,0.072464373813064,0.0808848961055519,0.140189270541499,0.081845106227734,0.152099176621111,0,0.266523879019671
2016-10-31,0.0936877725364387,0.240791531127688,0.266533725696005,0.322240009119637,0.146444939990976,0.246843882377282,0.357901467437973,0.165730708418416,0.155251360391537,0.186637674152844,0.47403600578599,0.269536451875366,0.719270133903317,0.118872961604483,0.0794977724055953,0.145930846822229,0.231863456560886,0.244464381994453,0.112739547505046,0.0830058275318878,0.440957667225395,0.165293555442411,0.299968355330561,0.147347904067143,0.305630933179338,0.123234185968303,0.226014946526847,0.0997009459028987,0,0.419614430435036,0.070350707825423,0.108085515890273,0.0945016821477516,0.0971079593598149,0,0.225373046196467,0.11617260550176,0,0.253038182438457,0.19728075374476,0.134601911516689,0.112342614811584,0.0705870614832143,0.0699075437194814,0.108708306547389,0.0704651326418724,0.12751192537211,0.0660328566313673,0.0748160850460211,0.12048297004538,0.126052716139743,0.173030819504611,0,0.22720043400694
2016-11-01,0.100145936687719,0.261789221626495,0.266336089690185,0.0734084780869156,0.165418711125026,0.230966698960686,0.357189732411879,0.168192136179635,0.144873699327598,0.194648362933463,0.502945106471851,0.250193523459636,0.734491451627837,0.119408231497829,0.103210118485858,0.169706119926739,0.250530024377139,0.208066050545778,0.109641252622395,0.092542416547271,0.45607574670281,0.187850978362566,0.360294769767932,0.142802374590828,0.271467213861841,0.119104065224974,0.235976677162995,0.151708223413021,0,0.442064519470331,0.0719315843236906,0.168694560791246,0.0841396141170889,0.233125509649605,0,0.215974801170306,0.147517446513617,0,0.219694013284538,0.191617999569258,0.119873279398191,0.0618880145527055,0.0607833207314414,0.0805464919925308,0.107819486244044,0.0663483617518913,0.127437221784097,0.0550608021285984,0.0857381660412401,0.130060748116611,0.167807837121804,0.191605791372819,0,0.226637435067802
2016-11-02,0.105732232813282,0.250704362047688,0.267913992210125,0.079091566388402,0.166958324632153,0.22548412798891,0.37472068545977,0.193155974921865,0.170494009759693,0.390339124364403,0.497227538245755,0.744314221457096,0.770092742794497,0.121716625945848,0.101801388218459,0.173208821363252,0.253305365099213,0.202255706790966,0.112011101638305,0.0914826883837653,0.499226534643352,0.270236792587666,0.351199807815126,0.186392965071053,0.283063123520741,0.122934851699052,0.236531956337891,0.15589100972538,0,0.500868986236309,0.0724346561247182,0.150076055324537,0.149608388083749,0.231135369591675,0,0.211469427326255,0.152948829770836,0,0.231628100433115,0.181129688719554,0.134206280266129,0.0726602326448729,0.0639775367510804,0.0781876841833058,0.109747269821974,0.0687914620470705,0.113799908431906,0.0655988779778108,0.0883738637353522,0.139758084637202,0.182261595743424,0.199456535728775,0,0.242808403551509
2016-11-03,0.105291980099051,0.242429371734603,0.147658566408138,0.118992910017436,0.175883079170676,0.0944789906927,0.364690238329736,0.327464035636925,0.166314554708405,0.394676812813915,0.31624407521749,0.74836853807611,0.676323262259497,0.167686328926077,0.0930493295003123,0.210848612433968,0.212251982313167,0.196001616408904,0.082570675405289,0.0874620820879552,0.360557617238192,0.261649673998366,0.358077921431746,0.185678065281421,0.267542536399804,0.139095596462945,0.233216794622179,0.153484283413938,0,0.490617933237001,0.0727277950247589,0.166344835053406,0.144072508211093,0.220017324117502,0,0.207004883712952,0.179842447350984,0,0.252566413725272,0.125234705668713,0.135496388349306,0.0839742565746435,0.0645884794822908,0.0782188305571466,0.0893000148739238,0.0749921270509082,0.114804474330786,0.0662855873322464,0.0934858149486903,0.139501771659507,0.181006346320494,0.196988915400155,0,0.232223322552602
2016-11-04,0.0451905001921705,0.25214975320992,0.0550046832591827,0.113896020169645,0.148426565927153,0.0950184335443452,0.316195393544384,0.322119473520041,0.105987528983496,0.396898257619886,0.349949045285865,0.763489108725304,0.536686721547832,0.195141623164702,0.0802815078976102,0.21011084273432,0.189191416818616,0.224562223497613,0.0826986523173827,0.0701594478701143,0.362081371706885,0.275587634515466,0.231541936209907,0.144425734532117,0.262320645254079,0.147633902886886,0.227015956736921,0.157318094365534,0,0.490989946541341,0.0671312416612636,0.16666657886293,0.128611109409873,0.219493571800393,0,0.20731773496032,0.188127877463144,0,0.251049738328546,0.0914171480115257,0.113559762292741,0.0847205633494385,0.0672303303359063,0.0770925078281981,0.0622166707944425,0.0756954117386574,0.133468910209025,0.0635435886850967,0.0559754695690471,0.117057127088739,0.180438265363282,0.206126624457995,0,0.228498045964714
2016-11-07,0.163830142036208,0.275402389538231,0.186499608511292,0.229359853086986,0.180939586926951,0.165064625128823,0.417072934601546,0.344249543406294,0.210394307547681,0.346860283909503,0.24582785366939,0.776878672056374,0.499258069778084,0.266751610282187,0.0933118897197126,0.230103881364076,0.273851936740245,0.154601441501243,0.104819970606645,0.131636160436015,0.369987653634879,0.31774485139561,0.380225473093424,0.231146428229234,0.315703834869012,0.184764296310798,0.198482841946248,0.208658792239731,0,0.544573843525533,0.129693470354929,0.181096035923478,0.188842997670622,0.241428539021983,0,0.170506645159583,0.20865603367458,0,0.381521012654519,0.101892923220039,0.183041597643888,0.157608380106071,0.100213941250465,0.156437907241543,0.151186451791159,0.124551875933753,0.211346125401894,0.154028988533895,0.149405501247425,0.165306208805218,0.202592221130667,0.244135009206356,0,0.289210970526468
2016-11-08,0.168483791697107,0.285024091017308,0.184278227567781,0.228508978503066,0.168101068592593,0.161896359077827,0.417146255431619,0.370681771422341,0.217002821723916,0.346770330048456,0.248892761432206,0.780772347345819,0.488186712114765,0.266354952410496,0.0919427525433269,0.223656085871324,0.278192722786665,0.163301082183021,0.103747123613,0.14115774095115,0.369706357954829,0.313433362571346,0.37904151958462,0.230374565496235,0.316575036010927,0.181477388775543,0.19634069859907,0.210917855862608,0,0.476573403543643,0.127671679301859,0.166989051314584,0.188251582382659,0.246621185687418,0,0.175400362808599,0.200348094255989,0,0.370785427661657,0.0926035252262243,0.182256044567234,0.157086354307231,0.099763965378897,0.157934536809421,0.15196349211083,0.126991184033036,0.211076499056909,0.151689747127358,0.150575040569186,0.184125608706302,0.206050775538313,0.242794245969153,0,0.287002717776929
2016-11-09,0.169723238977751,0.293979552547982,0.179658896668581,0.227993955729973,0.165537068430331,0.181367461499174,0.425470114194571,0.370074757449621,0.218252750298327,0.39812091925212,0.306069147180413,0.787912533775116,0.473556348673868,0.266350350809177,0.134775532886233,0.256926191656153,0.23714026711747,0.183572278672167,0.1681053847457,0.158348378148584,0.358002154551115,0.360799208462339,0.373417205360254,0.230528488463676,0.33329596085662,0.179748665323324,0.204602024388703,0.267850191310057,0,0.364982880973738,0.127709899699062,0.166154595051339,0.24518909744074,0.258921093893655,0,0.172807236255994,0.460877940314022,0,0.359441504080454,0.10832665447891,0.182880817086314,0.179788915859248,0.14264604140354,0.188563389098681,0.143515069983027,0.145969965092728,0.28542826373132,0.266604362474338,0.150575816120271,0.182212974218706,0.293387526085792,0.239107010703014,0,0.291895243822741
2016-11-10,0.188826369927402,0.301974514129885,0.224233370959633,0.231043390726339,0.212725874242152,0.334717262017013,0.380940625471538,0.359134587641328,0.264377213701493,0.446323776603536,0.408378644199278,0.788883876474118,0.679022474841072,0.288874224554552,0.135237910424989,0.273405801643818,0.444260663362677,0.257443947759989,0.17359834653211,0.233754161675954,0.236662727311481,0.453967821381957,0.408315212069512,0.230263101617274,0.339205509597067,0.179527754100734,0.229803423465032,0.301329462723722,0,0.366945956496401,0.148828519831529,0.16505217193124,0.262874520732166,0.263687689096786,0,0.15833645721514,0.501856152014108,0,0.411403380343465,0.1786708492654,0.206926901402658,0.17846652908894,0.148040477074487,0.20625643249396,0.142531191969665,0.197598786093026,0.246623069998213,0.304910033497609,0.173197101278442,0.185207450268538,0.313679140110205,0.24756771514105,0,0.281298425460273
2016-11-11,0.189052466445617,0.330632486890412,0.22759176965535,0.230712574794934,0.221379271091253,0.33492033544596,0.356901898889163,0.357558466881563,0.261976878346459,0.453187716972631,0.403667709209937,0.78832516530232,0.78764798477241,0.285577260159051,0.137125396780388,0.275751934283371,0.472482275603029,0.26543654972492,0.186363245785768,0.232062549801261,0.240397482175411,0.470579980668222,1.489867626762,0.228897120834661,0.291695103158478,0.209031098515057,0.203767393031542,0.275954901970393,0,0.419157669927379,0.181791665499674,0.402673277865578,0.261556027779349,0.278575547637927,0,0.161881368362919,0.529088821165652,0,0.429177554024007,0.172953398844626,0.205596430624597,0.199703424244496,0.178564562760265,0.206358774007097,0.143869451669503,0.19450287315818,0.264819621708982,0.300533728665338,0.175181619701379,0.19864982597772,0.275552549949291,0.227304056598922,0,0.355600182734148
2016-11-14,0.192413099555824,0.338951128503135,0.239241441100894,0.22489673221526,0.237949268522827,0.334805038923955,0.37218288659675,0.378498241762934,0.281030108521532,0.468175565532636,0.384006195887626,0.776586562364759,0.79380538258808,0.275462771238703,0.137437724013387,0.254595044838423,0.420906306927528,0.264117628537164,0.207658378418784,0.234135990759021,0.283476037144667,0.462024491848221,1.51748590096735,0.24830814644039,0.302158587086233,0.20315989215267,0.201450860319583,0.268640704358996,0,0.399780137551042,0.169871679631261,0.381528972278158,0.292056404239197,0.190564610556667,0,0.152352462351923,0.514129362436034,0,0.399476269162941,0.178598981425897,0.30783077807274,0.200781019512567,0.170317843510184,0.184770085251632,0.133500777916968,0.195210847860825,0.262227514392102,0.294735453585599,0.187072040205988,0.176795774789268,0.270105393099631,0.241706789654602,0,0.345981058437635
2016-11-15,0.203447149850505,0.346976157365592,0.252855836529966,0.234764173496619,0.257663749888556,0.340203600444978,0.421551855918739,0.411865953515999,0.331223358883164,0.397031338021112,0.396624743089616,0.26145254029688,0.762833719221194,0.274239488866301,0.150140364166033,0.270729508860697,0.464533838052951,0.272183992349814,0.206385120436203,0.239221001022717,0.251611479619447,0.409351653146737,1.50992136388421,0.221909943371416,0.391551568794491,0.198197829684711,0.268888478599692,0.301870886059959,0,0.317103789087792,0.173277239588476,0.386823044236151,0.311959285243451,0.226416785368457,0,0.140706448951212,0.505188028695614,0,0.292579183486437,0.202752802548405,0.305329606778295,0.225807794520691,0.160326393736503,0.172507461095562,0.121484551596425,0.203513255020612,0.25518198871903,0.283399557186577,0.204182045447573,0.136371615790492,0.290070828989086,0.228159593700541,0,0.327245992958079
2016-11-16,0.193512487996019,0.347414450729671,0.263145434878183,0.201435405402878,0.295147545877617,0.359864096080511,0.422736271792268,0.287310608360715,0.331567146815486,0.38605587607461,0.420228241240727,0.283106534900609,0.90241604846166,0.227847757640309,0.151344622935721,0.355562813137967,0.440680661222139,0.27181111143884,0.206461789066915,0.239523899240334,0.262857428661096,0.396414981592773,1.50299566045879,0.246029273492734,0.379235440794777,0.196360817784369,0.267945780862722,0.32542269672318,0,0.31920953045522,0.160907068037102,0.387100249345709,0.349100635607021,0.229804459926822,0,0.12683496313459,0.480882281918578,0,0.321549486861813,0.206421020120059,0.327263661088144,0.236866809199828,0.162806225379842,0.18221814374374,0.114372286760954,0.20337567900237,0.246116772594224,0.317121836325988,0.200528255826909,0.130730471260578,0.287921416940772,0.226566510705975,0,0.318532152448266
2016-11-17,0.190812154469679,0.36550163933081,0.268578038584208,0.186954203337955,0.289978525002545,0.359625937936468,0.423029365456788,0.295824839869754,0.334605223815009,0.384949384961508,0.407984295667346,0.286977910862619,0.971896827385327,0.21774555696716,0.235598583235574,0.350790166323966,0.440829147678434,0.259849438914914,0.206446146954328,0.236966751945501,0.273622203243768,0.400966542987101,1.49304344909037,0.243053704776348,0.379090046434089,0.17221732976753,0.296868393138531,0.325565217492062,0,0.334569188125388,0.154790838839252,0.38233968030596,0.363180036980375,0.228752389320757,0,0.125249803501783,0.487180861040684,0,0.30332175845852,0.205687315517306,0.333898796590041,0.238849903681501,0.164557830584226,0.180538290764608,0.110976049104483,0.199856257736459,0.246564573422574,0.303011785919736,0.200345977576636,0.143957222836507,0.288790971631124,0.229233372709936,0,0.37936264195009
2016-11-18,0.152501186969107,0.365125270218564,0.223305382071687,0.0920273168736454,0.278907086643432,0.325627723779188,0.356508075836443,0.283140399693464,0.304924246780619,0.385454751297756,0.39565622874847,0.292281816672891,0.95407439329641,0.151918639341629,0.233780481943432,0.358992243801304,0.437348315332072,0.234106795429682,0.201157054360297,0.204475800241052,0.236631288231853,0.411313906605946,1.493512097762,0.220065428084603,0.380090896450592,0.180224075817548,0.285385351365094,0.276404371886178,0,0.293592222664796,0.14162616520373,0.382886507843022,0.337618587374972,0.214196298252345,0,0.0577374454402094,0.490929850335546,0,0.256274850018301,0.203036598448546,0.296437102889342,0.217410539624086,0.15394225232579,0.160785134687898,0.0667732646996352,0.164696266908732,0.232785717374686,0.304262701885259,0.166278470674042,0.126023594378319,0.260098041166035,0.199570541447957,0,0.351156793853861
2016-11-21,0.158348273312798,0.356159108949471,0.228035509323828,0.0919549164333988,0.289734170469225,0.368857315503217,0.389377284632229,0.357293561852692,0.306635998253835,0.382101892462372,0.398240005089627,0.298484763532844,0.947015424102296,0.152942920534762,0.245745575607446,0.342725989887571,0.475117768954116,0.228615682087871,0.199363339443056,0.2069812509079,0.242317247321788,0.413432926990421,1.49531248301326,0.220186078861057,0.434185271861317,0.187731809649944,0.286596143650887,0.2854013132658,0,0.283208896742195,0.151942199317776,0.374655828927666,0.333073675522548,0.227118471700972,0,0.0540166263698431,0.48093665555597,0,0.230823907494442,0.202996249549065,0.302888707112483,0.242936086026323,0.161275912451852,0.160876136528482,0.0684075567733303,0.169405464719454,0.232862244434026,0.301054776398314,0.173039835504357,0.116257118642778,0.265185575119785,0.191980479156129,0,0.346724133278816
2016-11-22,0.15752381922021,0.396831607713134,0.2259423940747,0.11666182827591,0.289408368340156,0.363167452670023,0.3727413193146,0.355367960043863,0.305968098884016,0.357996329729411,0.323529988697664,0.286267037946267,0.97676282301496,0.170397891330033,0.228791548155868,0.336729095475222,0.475985085856463,0.220710329372789,0.117896545471897,0.197995942612789,0.240711679189494,0.85240669788252,1.4762795683013,0.227581999210133,0.441348807073587,0.188355982928468,0.297600893651269,0.253215136813997,0,0.285239992584532,0.152285813295142,0.377541280718471,0.297146289039637,0.222578363596413,0,0.0545204785858673,0.298031448419675,0,0.307211269755023,0.222449442366232,0.318368053415095,0.235517875949322,0.125751866293755,0.116064302067791,0.0785303128337055,0.164326309381244,0.146547615711195,0.244719697146248,0.172779173247264,0.11159849671844,0.183825530020997,0.183833694518954,0,0.31336207865441
2016-11-23,0.123513743378286,0.366644239192036,0.183504300053466,0.118573221542037,0.235216887280979,0.17183678613975,0.288484932479423,0.339851715517557,0.264949938591738,0.299695852303631,0.263905079397826,0.291536033413832,0.658976984437736,0.0918873880186296,0.235748592185206,0.330894465356006,0.325409899043862,0.116592505808168,0.130029163429884,0.0937112341806852,0.23404340882838,0.832821924172964,1.43814257262042,0.231772148703362,0.409613659008498,0.188673449755496,0.273726830213943,0.209977651178767,0,0.270662192580394,0.164225974876176,0.36359471069335,0.270486029508865,0.22506357688739,0,0.0507775600716287,0.141177484204783,0,0.26897617417887,0.153016009359731,0.309972924878266,0.235507128497752,0.113707455705929,0.0616305151140553,0.0814334778484461,0.0713124328423703,0.128639413508034,0.171052887448954,0.14188717230843,0.0846256413832071,0.133877350312745,0.165600760074579,0,0.270849104253236
2016-11-25,0.122877539546799,0.367608499439034,0.183035856530944,0.121077660371125,0.234964863406574,0.167999622588168,0.284120287833616,0.329156826833657,0.256416303342396,0.309067816782715,0.25833928406655,0.292150172001084,0.675311877040923,0.108933671902077,0.238051307399697,0.335439759583086,0.211990176681812,0.121207656548058,0.152515115240962,0.10660164910855,0.255799518977581,0.816713538984179,0.475023623437455,0.231927863675449,0.424112349649827,0.120227250012088,0.272496584594884,0.221713431113766,0,0.214870736717057,0.132158567011361,0.213384779298951,0.259072303429182,0.177009733821734,0,0.0435292518345795,0.100301148492386,0,0.235349475662197,0.147539125329664,0.314528098164386,0.203582979018722,0.0673392043984292,0.0632211603662822,0.0822032019695703,0.0805025218194355,0.113747537352651,0.171529891799133,0.142068392044234,0.0594795657479807,0.148405677089266,0.166272137643034,0,0.238144861992229
2016-11-28,0.101172157097723,0.268150373089167,0.147764448259842,0.115001842758247,0.164953367808661,0.149316720492074,0.24953270606014,0.254124377971833,0.207507979440294,0.271521497805243,0.189357718463101,0.285282394419466,0.682531265106761,0.111046595294106,0.229742346121963,0.355775222439205,0.241406898635128,0.117614481364899,0.138869321168067,0.10824557881341,0.193454612230615,0.823793745256045,0.330642318873228,0.195250189355588,0.424243067953347,0.120037549517996,0.25551662850339,0.247860493766363,0,0.215700947964548,0.150918126465263,0.173246550380301,0.148400714085844,0.201609960663192,0,0.0607742866366447,0.0988480521387821,0,0.219234550246883,0.0974739227067056,0.20965997812281,0.227787549407627,0.0779157125609192,0.0815952079019632,0.104592548825582,0.0780523074536194,0.118018702282195,0.13757087172671,0.092306178311107,0.0780066059252444,0.170321685245163,0.129580585198459,0,0.257914391836673
2016-11-29,0.0810276307165452,0.349999135853326,0.14114009839496,0.109224133301116,0.162493376698557,0.149182850150063,0.200691503769207,0.241228309246791,0.140926247856617,0.22056102589147,0.188398490564098,0.276528771648123,0.689344173200718,0.11248108359691,0.218532087733516,0.338056582779973,0.231317895662009,0.109137483628096,0.139292862161124,0.132917525630695,0.208691159862074,0.797186185452851,0.332564715488611,0.202950608648799,0.403718921391481,0.121781156281028,0.203012482612079,0.225243355795874,0,0.215661317916022,0.135906100087644,0.154529462679756,0.14732296223212,0.178639392064446,0,0.0611538954382116,0.126052138909809,0,0.211763749497205,0.103286946003107,0.209481178194063,0.183029394847291,0.0775979541217857,0.0807793708871013,0.104671562118361,0.0737961384950085,0.124459481473507,0.138379636628286,0.075160781472436,0.069568553115409,0.156660095566882,0.127212302001799,0,0.3366967082375
2016-11-30,0.109954189544933,0.350551446063274,0.15794262522632,0.148589604101699,0.107212670713746,0.14067951142962,0.223670468614046,0.268991136686038,0.166268781474712,0.284164105485843,0.198123154261194,0.274237983132861,0.564220842217168,0.112506670793243,0.229789898016762,0.161253119741598,0.230913436137242,0.109194411103696,0.141226307458831,0.167212413289612,0.197559295682498,0.796944478021775,0.12355686019052,0.181905894238396,0.608082994971779,0.102458932971826,0.204739410856302,0.259987620074697,0,0.215415600807443,0.145509603249055,0.155729741292476,0.133849979778326,0.285597381917891,0,0.075489465993149,0.123877853975109,0,0.212628862552465,0.188091734867408,0.213639884200236,0.325437874578641,0.085354491198144,0.068568649643279,0.121065270234122,0.119859013120915,0.131093693771102,0.122645846088963,0.102158045164066,0.104295050163466,0.244633150753157,0.147501198689745,0,0.336901193598551
2016-12-01,0.137674093615686,0.391844671564069,0.157048005304396,0.202331391736035,0.119831258620056,0.139413052274177,0.215006441413348,0.304724294313599,0.166917830216275,0.311817485784271,0.237832622808171,0.214573834651978,0.452080045792142,0.114283356123233,0.142761995696167,0.16408771289435,0.229559697506998,0.114420337519067,0.139654783563267,0.167503327938406,0.182327518030632,0.756429274993227,0.294521833201415,0.311535979329589,0.61577150570053,0.101641855570648,0.139600558312227,0.270218379699728,0,0.290953828680604,0.146372309810384,0.135867963809693,0.268354640488411,0.286994873738728,0,0.138028367650899,0.168412185061739,0,0.337603364982918,0.187874461477959,0.21518841789938,0.318570978247814,0.0853700325716708,0.0724362086119063,0.104516843292674,0.124277789192201,0.127578851611079,0.13340659803572,0.149134465914457,0.130398647617827,0.249144242360284,0.163170698906785,0,0.377570383016313
2016-12-02,0.139003078282265,0.380596278682037,0.157493461467005,0.219722313431636,0.121806794665485,0.205138666183937,0.21118368462848,0.304802630062793,0.157094972395696,0.328019758277446,0.224894470621797,0.215427523400536,0.429403540083561,0.186741756868353,0.123772040380786,0.163891175682955,0.232080283358712,0.0986231380400297,0.145259763233911,0.170998337209751,0.192769768842415,0.754802102091283,0.29235032027834,0.325588486740736,0.614701605309145,0.0822699063663464,0.136527238133481,0.275925318969387,0,0.266650650307399,0.152552935902412,0.144904434299359,0.275303239634444,0.287484210044342,0,0.138227771496605,0.165695862251731,0,0.359422467604037,0.197417715508443,0.223401392679777,0.318824988270815,0.0823813760494437,0.0722157302011489,0.108059310079908,0.128834897843901,0.122906673189668,0.154539519564116,0.152267665226005,0.123638024713368,0.252959082260869,0.171362212371944,0,0.393320827414227
2016-12-05,0.132324747610965,0.415525239942866,0.178581010944285,0.224855793641603,0.0844515193271661,0.194700983289513,0.209426507507118,0.217439197034012,0.170530171415318,0.327757950290736,0.251738398555714,0.241953277371836,0.413055342572833,0.186346137731422,0.142236271560794,0.181681873584042,0.22402755288336,0.0971465720010073,0.146250792453414,0.161788658286391,0.205946770116375,0.783021876934087,0.37682913775767,0.349083078648868,0.5949033742739,0.10276101917045,0.136880896038255,0.268035985524676,0,0.297306163478019,0.147371771546007,0.145196660371089,0.279191045713486,0.270584783251212,0,0.139731808038098,0.165294956461263,0,0.352921381650919,0.197542101092852,0.25415192901761,0.301395120722888,0.07203288855462,0.0724236475468278,0.118232091617388,0.122987232248519,0.118181397008519,0.162714562448432,0.151060135982395,0.152865652258457,0.2467006120154,0.174613076040938,0,0.380740459608549
2016-12-06,0.131609142809503,0.36115734974299,0.176100423223556,0.215242978141178,0.100292861234337,0.303092721846017,0.209769455093113,0.217915226911744,0.171583990340094,0.321256109906998,0.251086788871934,0.237848051183608,0.597500518937632,0.162141809073285,0.133557287100245,0.150219987413205,0.223168316534406,0.0972209235854715,0.105441616127834,0.161316539802769,0.202169630093706,0.338414161432255,0.386580126885055,0.349329121079481,0.588295450015598,0.104568453364816,0.0714422364985977,0.266217840878091,0,0.328702642030383,0.146901695152159,0.143857953938433,0.279782210368531,0.270594396721831,0,0.162371109624282,0.158957146353208,0,0.331640745965348,0.189443134870977,0.236012044534955,0.30211733901871,0.0706546850229695,0.0708187733459854,0.0990125869458101,0.120349403973681,0.0962504825746492,0.163968229370753,0.150893261817704,0.157947141145416,0.245872251967196,0.149664758046436,0,0.401880171410301
2016-12-07,0.151638857383603,0.422061673264043,0.211403163117373,0.248523476250028,0.115362356573168,0.298233907018022,0.215277062326903,0.22324755135316,0.185675449877675,0.428876873238317,0.418867059767061,0.23851875493922,0.597346439464852,0.198838015432628,0.122146238099505,0.142039082946329,0.345803114362138,0.125604181543992,0.110736939005575,0.190267995040306,0.203372797182221,0.338773208805403,0.398667735032148,0.356767823376626,0.603105374377322,0.117014643475292,0.179236532416507,0.270568459041702,0,0.514635439354944,0.114608682513255,0.146141717305162,0.285788501651422,0.26817449959069,0,0.206409858553186,0.17180825071337,0,0.36145621647279,0.233652590292375,0.292196647944887,0.302918955810697,0.093749708534509,0.112259116341719,0.144376468786285,0.140034878915136,0.100119130019286,0.174758195016198,0.185443480156184,0.184365454937208,0.247755689614713,0.177508056624673,0,0.565568143807097
2016-12-08,0.150831825668559,0.407953521551249,0.215307515641638,0.247701916973816,0.124783542735042,0.323269836930518,0.215419770675181,0.230376042289974,0.187741466020821,0.445217589357624,0.407237079616885,0.237213268147279,0.695136210733942,0.198151876334318,0.117468054551595,0.158760513077459,0.348472191922662,0.127340040506949,0.0881470465577153,0.18511680842364,0.203825688539203,0.332605340118547,0.410301930864779,0.356772655943824,0.563836911020132,0.127523144126426,0.178954202180623,0.264715520050615,0,0.534732053744224,0.11194407435054,0.155704792073168,0.298410834546757,0.263562770301637,0,0.213725436852069,0.165429180194484,0,0.39541993651259,0.230718643058584,0.288813159257058,0.297746467932916,0.0947202112958737,0.119820482289513,0.144617218197231,0.137121913468862,0.0967493601387517,0.174100341770743,0.184688998198824,0.205788037371125,0.236589517291273,0.17772637163813,0,0.565438747107444
2016-12-09,0.156011203773449,0.408078456968473,0.229498990972796,0.247662166755563,0.149619804094555,0.322212978170052,0.193548230785106,0.234172341477121,0.200820346444736,0.423322820451378,0.409014258837678,0.187572078345568,0.699746414148103,0.198157694159715,0.117954480440212,0.149560523102896,0.290217288236231,0.134626726827653,0.109796060647916,0.231340916189235,0.186577428654987,0.282947092907544,0.420440736171061,0.355740292379228,0.563879984282773,0.134294207655403,0.174277606014293,0.244428647026178,0,0.544803412219679,0.0976753572667703,0.168679855242581,0.301023199333393,0.238551599178426,0,0.227968192691194,0.218524343530544,0,0.393686147445981,0.229460109854052,0.279765506295841,0.274801611549266,0.0848975418135808,0.108344292217152,0.132736674156799,0.156992070462375,0.118010574159036,0.14062338642948,0.188008112403209,0.208485827319614,0.218629614630212,0.179013231765441,0,0.565905877017636
2016-12-12,0.157665472749119,0.360222909745748,0.227275363650588,0.245669188290625,0.155108868608867,0.32380067140119,0.201245175150372,0.245909950921082,0.201446114957334,0.420003357376924,0.47323531883854,0.228670237182277,0.702771639094963,0.192516382766334,0.175761479264807,0.143293610842778,0.390078110373675,0.137434070677741,0.181655724756833,0.214111913673428,0.255563538295361,0.279488505936965,0.435980972874365,0.334424934325567,0.486178993674168,0.15390212954028,0.165573334260002,0.248497865940446,0,0.569228621340251,0.104386354056674,0.180890100875539,0.291634956651487,0.226192526057296,0,0.236014212167889,0.240590944847073,0,0.394094966075899,0.242711554520708,0.283094649304438,0.249220400494626,0.0969482322319639,0.11369069740757,0.145285574034557,0.157554019365308,0.115169460365755,0.168287849814231,0.189559594945617,0.219891471320716,0.225161616123789,0.18232955833629,0,0.556995471382258
